1CH	4	36	3	H6222	Asaiah
1CH	4	36	4	H5717	Adiel
1CH	4	36	5	H3450	Jesimiel
1CH	4	36	6	H1141	Benaiah
1CH	4	37	0	H2124	Ziza
1CH	4	37	1	H1121	son
1CH	4	37	2	H8230	Shiphi
1CH	4	37	3	H1121	son
1CH	4	37	4	H438	Allon
1CH	4	37	5	H1121	son
1CH	4	37	6	H3042	Jedaiah
1CH	4	37	7	H1121	son
1CH	4	37	8	H8113	Shimri
1CH	4	37	9	H1121	son
1CH	4	37	10	H8098	Shemaiah
1CH	4	38	0	H935	mentioned
1CH	4	38	1	H8034	names
1CH	4	38	2	H5387	princes
1CH	4	38	3	H4940	families
1CH	4	38	4	H1004	house
1CH	4	38	5	H1	fathers
1CH	4	38	6	H6555	increased
1CH	4	38	7	H7230	greatly
1CH	4	39	0	H3212	went
1CH	4	39	1	H3996	entrance
1CH	4	39	2	H1446	Gedor
1CH	4	39	3	H4217	side
1CH	4	39	4	H1516	valley
1CH	4	39	5	H1245	seek
1CH	4	39	6	H4829	pasture
1CH	4	39	7	H6629	flocks
1CH	4	40	0	H4672	found
1CH	4	40	1	H8082	fat
1CH	4	40	2	H4829	pasture
1CH	4	40	3	H2896	good
1CH	4	40	4	H776	land
1CH	4	40	5	H7342	wide
1CH	4	40	6	H8252	quiet
1CH	4	40	7	H7961	peaceable
1CH	4	40	8	H2526	Ham
1CH	4	40	9	H3427	dwelt
1CH	4	40	10	H6440	old
1CH	4	41	0	H3789	written
1CH	4	41	1	H8034	name
1CH	4	41	2	H935	came
1CH	4	41	3	H3117	days
1CH	4	41	4	H3169	Hezekiah
1CH	4	41	5	H4428	king
1CH	4	41	6	H3063	Judah
1CH	4	41	7	H5221	smote
1CH	4	41	8	H168	tents
1CH	4	41	9	H4583	habitations
1CH	4	41	10	H4672	found
1CH	4	41	11	H2763	destroyed
1CH	4	41	12	H3117	day
1CH	4	41	13	H3427	dwelt
1CH	4	41	14	H4829	pasture
1CH	4	41	15	H6629	flocks
1CH	4	42	0	H1121	sons
1CH	4	42	1	H8095	Simeon
1CH	4	42	2	H2568	five
1CH	4	42	3	H3967	hundred
1CH	4	42	4	H582	men
1CH	4	42	5	H1980	went
1CH	4	42	6	H2022	mount
1CH	4	42	7	H8165	Seir
1CH	4	42	8	H7218	captains
1CH	4	42	9	H6410	Pelatiah
1CH	4	42	10	H5294	Neariah
1CH	4	42	11	H7509	Rephaiah
1CH	4	42	12	H5816	Uzziel
1CH	4	42	13	H1121	sons
1CH	4	42	14	H3469	Ishi
1CH	4	43	0	H5221	smote
1CH	4	43	1	H7611	rest
1CH	4	43	2	H6002	Amalekites
1CH	4	43	3	H6413	escaped
1CH	4	43	4	H3427	dwelt
1CH	4	43	5	H3117	day
1CH	5	1	0	H1121	sons
1CH	5	1	1	H7205	Reuben
1CH	5	1	2	H1060	firstborn
1CH	5	1	3	H3478	Israel
1CH	5	1	4	H1060	firstborn
1CH	5	1	5	H2490	defiled
1CH	5	1	6	H1	father’s
1CH	5	1	7	H3326	bed
1CH	5	1	8	H1062	birthright
1CH	5	1	9	H5414	given
1CH	5	1	10	H1121	sons
1CH	5	1	11	H3130	Joseph
1CH	5	1	12	H1121	son
1CH	5	1	13	H3478	Israel
1CH	5	1	14	H3187	reckoned
1CH	5	1	15	H1062	birthright
1CH	5	2	0	H3063	Judah
1CH	5	2	1	H1396	prevailed
1CH	5	2	2	H251	brethren
1CH	5	2	3	H5057	ruler
1CH	5	2	4	H1062	birthright
1CH	5	2	5	H3130	Joseph’s
1CH	5	3	0	H1121	sons
1CH	5	3	1	H7205	Reuben
1CH	5	3	2	H1060	firstborn
1CH	5	3	3	H3478	Israel
1CH	5	3	4	H2585	Hanoch
1CH	5	3	5	H6396	Pallu
1CH	5	3	6	H2696	Hezron
1CH	5	3	7	H3756	Carmi
1CH	5	4	0	H1121	sons
1CH	5	4	1	H3100	Joel
1CH	5	4	2	H8098	Shemaiah
1CH	5	4	3	H1121	son
1CH	5	4	4	H1463	Gog
1CH	5	4	5	H1121	son
1CH	5	4	6	H8096	Shimei
1CH	5	4	7	H1121	son
1CH	5	5	0	H4318	Micah
1CH	5	5	1	H1121	son
1CH	5	5	2	H7211	Reaia
1CH	5	5	3	H1121	son
1CH	5	5	4	H1168	Baal
1CH	5	5	5	H1121	son
1CH	5	6	0	H880	Beerah
1CH	5	6	1	H1121	son
1CH	5	6	2	H8407	Tilgath-pilneser
1CH	5	6	3	H4428	king
1CH	5	6	4	H804	Assyria
1CH	5	6	5	H1540	away
1CH	5	6	6	H5387	prince
1CH	5	6	7	H7206	Reubenites
1CH	5	7	0	H251	brethren
1CH	5	7	1	H4940	families
1CH	5	7	2	H3187	genealogy
1CH	5	7	3	H8435	generations
1CH	5	7	4	H3187	reckoned
1CH	5	7	5	H7218	chief
1CH	5	7	6	H3273	Jeiel
1CH	5	7	7	H2148	Zechariah
1CH	5	8	0	H1106	Bela
1CH	5	8	1	H1121	son
1CH	5	8	2	H5811	Azaz
1CH	5	8	3	H1121	son
1CH	5	8	4	H8087	Shema
1CH	5	8	5	H1121	son
1CH	5	8	6	H3100	Joel
1CH	5	8	7	H3427	dwelt
1CH	5	8	8	H6177	Aroer
1CH	5	8	9	H5015	Nebo
1CH	5	8	10	H1186	Baal-meon
1CH	5	9	0	H4217	eastward
1CH	5	9	1	H3427	inhabited
1CH	5	9	2	H935	entering
1CH	5	9	3	H4057	wilderness
1CH	5	9	4	H5104	river
1CH	5	9	5	H6578	Euphrates
1CH	5	9	6	H4735	cattle
1CH	5	9	7	H7235	multiplied
1CH	5	9	8	H776	land
1CH	5	9	9	H1568	Gilead
1CH	5	10	0	H3117	days
1CH	5	10	1	H7586	Saul
1CH	5	10	2	H6213	made
1CH	5	10	3	H4421	war
1CH	5	10	4	H1905	Hagarites
1CH	5	10	5	H5307	fell
1CH	5	10	6	H3027	hand
1CH	5	10	7	H3427	dwelt
1CH	5	10	8	H168	tents
1CH	5	10	9	H6440	throughout
1CH	5	10	10	H4217	east
1CH	5	10	11	H1568	Gilead
1CH	5	11	0	H1121	children
1CH	5	11	1	H1410	Gad
1CH	5	11	2	H3427	dwelt
1CH	5	11	3	H776	land
1CH	5	11	4	H1316	Bashan
1CH	5	11	5	H5548	Salchah
1CH	5	12	0	H3100	Joel
1CH	5	12	1	H7218	chief
1CH	5	12	2	H8223	Shapham
1CH	5	12	3	H4932	next
1CH	5	12	4	H3285	Jaanai
1CH	5	12	5	H8202	Shaphat
1CH	5	12	6	H1316	Bashan
1CH	5	13	0	H251	brethren
1CH	5	13	1	H1004	house
1CH	5	13	2	H1	fathers
1CH	5	13	3	H4317	Michael
1CH	5	13	4	H4918	Meshullam
1CH	5	13	5	H7652	Sheba
1CH	5	13	6	H3140	Jorai
1CH	5	13	7	H3275	Jachan
1CH	5	13	8	H2127	Zia
1CH	5	13	9	H5677	Heber
1CH	5	13	10	H7651	seven
1CH	5	14	0	H1121	children
1CH	5	14	1	H32	Abihail
1CH	5	14	2	H1121	son
1CH	5	14	3	H2359	Huri
1CH	5	14	4	H1121	son
1CH	5	14	5	H3386	Jaroah
1CH	5	14	6	H1121	son
1CH	5	14	7	H1568	Gilead
1CH	5	14	8	H1121	son
1CH	5	14	9	H4317	Michael
1CH	5	14	10	H1121	son
1CH	5	14	11	H3454	Jeshishai
1CH	5	14	12	H1121	son
1CH	5	14	13	H3163	Jahdo
1CH	5	14	14	H1121	son
1CH	5	14	15	H938	Buz
1CH	5	15	0	H277	Ahi
1CH	5	15	1	H1121	son
1CH	5	15	2	H5661	Abdiel
1CH	5	15	3	H1121	son
1CH	5	15	4	H1476	Guni
1CH	5	15	5	H7218	chief
1CH	5	15	6	H1004	house
1CH	5	15	7	H1	fathers
1CH	5	16	0	H3427	dwelt
1CH	5	16	1	H1568	Gilead
1CH	5	16	2	H1316	Bashan
1CH	5	16	3	H1323	towns
1CH	5	16	4	H4054	suburbs
1CH	5	16	5	H8289	Sharon
1CH	5	16	6	H8444	borders
1CH	5	17	0	H3187	genealogies
1CH	5	17	1	H3117	days
1CH	5	17	2	H3147	Jotham
1CH	5	17	3	H4428	king
1CH	5	17	4	H3063	Judah
1CH	5	17	5	H3117	days
1CH	5	17	6	H3379	Jeroboam
1CH	5	17	7	H4428	king
1CH	5	17	8	H3478	Israel
1CH	5	18	0	H1121	sons
1CH	5	18	1	H7205	Reuben
1CH	5	18	2	H1425	Gadites
1CH	5	18	3	H2677	half
1CH	5	18	4	H7626	tribe
1CH	5	18	5	H4519	Manasseh
1CH	5	18	6	H2428	men
1CH	5	18	7	H582	men
1CH	5	18	8	H5375	bear
1CH	5	18	9	H4043	buckler
1CH	5	18	10	H2719	sword
1CH	5	18	11	H1869	shoot
1CH	5	18	12	H7198	bow
1CH	5	18	13	H3925	skilful
1CH	5	18	14	H4421	war
1CH	5	18	15	H702	four
1CH	5	18	16	H705	forty
1CH	5	18	17	H505	thousand
1CH	5	18	18	H7651	seven
1CH	5	18	19	H3967	hundred
1CH	5	18	20	H8346	threescore
1CH	5	18	21	H3318	out
1CH	5	18	22	H6635	war
1CH	5	19	0	H6213	made
1CH	5	19	1	H4421	war
1CH	5	19	2	H1905	Hagarites
1CH	5	19	3	H3195	Jetur
1CH	5	19	4	H5305	Nephish
1CH	5	19	5	H5114	Nodab
1CH	5	20	0	H5826	helped
1CH	5	20	1	H1905	Hagarites
1CH	5	20	2	H5414	delivered
1CH	5	20	3	H3027	hand
1CH	5	20	4	H2199	cried
1CH	5	20	5	H430	God
1CH	5	20	6	H4421	battle
1CH	5	20	7	H6279	intreated
1CH	5	20	8	H982	trust
1CH	5	21	0	H7617	away
1CH	5	21	1	H4735	cattle
1CH	5	21	2	H1581	camels
1CH	5	21	3	H2572	fifty
1CH	5	21	4	H505	thousand
1CH	5	21	5	H6629	sheep
1CH	5	21	6	H3967	hundred
1CH	5	21	7	H2572	fifty
1CH	5	21	8	H505	thousand
1CH	5	21	9	H2543	asses
1CH	5	21	10	H505	thousand
1CH	5	21	11	H120	men
1CH	5	21	12	H3967	hundred
1CH	5	21	13	H505	thousand
1CH	5	22	0	H5307	fell
1CH	5	22	1	H7227	many
1CH	5	22	2	H2491	slain
1CH	5	22	3	H4421	war
1CH	5	22	4	H430	God
1CH	5	22	5	H3427	dwelt
1CH	5	22	6	H1473	captivity
1CH	5	23	0	H1121	children
1CH	5	23	1	H2677	half
1CH	5	23	2	H7626	tribe
1CH	5	23	3	H4519	Manasseh
1CH	5	23	4	H3427	dwelt
1CH	5	23	5	H776	land
1CH	5	23	6	H7235	increased
1CH	5	23	7	H1316	Bashan
1CH	5	23	8	H1179	Baal-hermon
1CH	5	23	9	H8149	Senir
1CH	5	23	10	H2022	mount
1CH	5	23	11	H2768	Hermon
1CH	5	24	0	H7218	heads
1CH	5	24	1	H1004	house
1CH	5	24	2	H1	fathers
1CH	5	24	3	H6081	Epher
1CH	5	24	4	H3469	Ishi
1CH	5	24	5	H447	Eliel
1CH	5	24	6	H5837	Azriel
1CH	5	24	7	H3414	Jeremiah
1CH	5	24	8	H1938	Hodaviah
1CH	5	24	9	H3164	Jahdiel
1CH	5	24	10	H1368	mighty
1CH	5	24	11	H582	men
1CH	5	24	12	H2428	valour
1CH	5	24	13	H8034	famous
1CH	5	24	14	H582	men
1CH	5	24	15	H7218	heads
1CH	5	24	16	H1004	house
1CH	5	24	17	H1	fathers
1CH	5	25	0	H4603	transgressed
1CH	5	25	1	H430	God
1CH	5	25	2	H1	fathers
1CH	5	25	3	H2181	whoring
1CH	5	25	4	H310	after
1CH	5	25	5	H430	gods
1CH	5	25	6	H5971	people
1CH	5	25	7	H776	land
1CH	5	25	8	H430	God
1CH	5	25	9	H8045	destroyed
1CH	5	25	10	H6440	before
1CH	5	26	0	H430	God
1CH	5	26	1	H3478	Israel
1CH	5	26	2	H5782	up
1CH	5	26	3	H7307	spirit
1CH	5	26	4	H6322	Pul
1CH	5	26	5	H4428	king
1CH	5	26	6	H804	Assyria
1CH	5	26	7	H7307	spirit
1CH	5	26	8	H8407	Tilgath-pilneser
1CH	5	26	9	H4428	king
1CH	5	26	10	H804	Assyria
1CH	5	26	11	H1540	away
1CH	5	26	12	H7206	Reubenites
1CH	5	26	13	H1425	Gadites
1CH	5	26	14	H2677	half
1CH	5	26	15	H7626	tribe
1CH	5	26	16	H4519	Manasseh
1CH	5	26	17	H935	brought
1CH	5	26	18	H2477	Halah
1CH	5	26	19	H2249	Habor
1CH	5	26	20	H2024	Hara
1CH	5	26	21	H5104	river
1CH	5	26	22	H1470	Gozan
1CH	5	26	23	H3117	day
1CH	6	1	0	H1121	sons
1CH	6	1	1	H3878	Levi
1CH	6	1	2	H1648	Gershon
1CH	6	1	3	H6955	Kohath
1CH	6	1	4	H4847	Merari
1CH	6	2	0	H1121	sons
1CH	6	2	1	H6955	Kohath
1CH	6	2	2	H6019	Amram
1CH	6	2	3	H3324	Izhar
1CH	6	2	4	H2275	Hebron
1CH	6	2	5	H5816	Uzziel
1CH	6	3	0	H1121	children
1CH	6	3	1	H6019	Amram
1CH	6	3	2	H175	Aaron
1CH	6	3	3	H4872	Moses
1CH	6	3	4	H4813	Miriam
1CH	6	3	5	H1121	sons
1CH	6	3	6	H175	Aaron
1CH	6	3	7	H5070	Nadab
1CH	6	3	8	H30	Abihu
1CH	6	3	9	H499	Eleazar
1CH	6	3	10	H385	Ithamar
1CH	6	4	0	H499	Eleazar
1CH	6	4	1	H3205	begat
1CH	6	4	2	H6372	Phinehas Phinehas
1CH	6	4	3	H3205	begat
1CH	6	4	4	H50	Abishua
1CH	6	5	0	H50	Abishua
1CH	6	5	1	H3205	begat
1CH	6	5	2	H1231	Bukki Bukki
1CH	6	5	3	H3205	begat
1CH	6	5	4	H5813	Uzzi
1CH	6	6	0	H5813	Uzzi
1CH	6	6	1	H3205	begat
1CH	6	6	2	H2228	Zerahiah Zerahiah
1CH	6	6	3	H3205	begat
1CH	6	6	4	H4812	Meraioth
1CH	6	7	0	H4812	Meraioth
1CH	6	7	1	H3205	begat
1CH	6	7	2	H568	Amariah Amariah
1CH	6	7	3	H3205	begat
1CH	6	7	4	H285	Ahitub
1CH	6	8	0	H285	Ahitub
1CH	6	8	1	H3205	begat
1CH	6	8	2	H6659	Zadok Zadok
1CH	6	8	3	H3205	begat
1CH	6	8	4	H290	Ahimaaz
1CH	6	9	0	H290	Ahimaaz
1CH	6	9	1	H3205	begat
1CH	6	9	2	H5838	Azariah Azariah
1CH	6	9	3	H3205	begat
1CH	6	9	4	H3110	Johanan
1CH	6	10	0	H3110	Johanan
1CH	6	10	1	H3205	begat
1CH	6	10	2	H5838	Azariah
1CH	6	10	3	H3547	priest’s office
1CH	6	10	4	H1004	temple
1CH	6	10	5	H8010	Solomon
1CH	6	10	6	H1129	built
1CH	6	10	7	H3389	Jerusalem
1CH	6	11	0	H5838	Azariah
1CH	6	11	1	H3205	begat
1CH	6	11	2	H568	Amariah Amariah
1CH	6	11	3	H3205	begat
1CH	6	11	4	H285	Ahitub
1CH	6	12	0	H285	Ahitub
1CH	6	12	1	H3205	begat
1CH	6	12	2	H6659	Zadok Zadok
1CH	6	12	3	H3205	begat
1CH	6	12	4	H7967	Shallum
1CH	6	13	0	H7967	Shallum
1CH	6	13	1	H3205	begat
1CH	6	13	2	H2518	Hilkiah Hilkiah
1CH	6	13	3	H3205	begat
1CH	6	13	4	H5838	Azariah
1CH	6	14	0	H5838	Azariah
1CH	6	14	1	H3205	begat
1CH	6	14	2	H8304	Seraiah Seraiah
1CH	6	14	3	H3205	begat
1CH	6	14	4	H3087	Jehozadak
1CH	6	15	0	H3087	Jehozadak
1CH	6	15	1	H1980	went
1CH	6	15	2	H1540	away
1CH	6	15	3	H3063	Judah
1CH	6	15	4	H3389	Jerusalem
1CH	6	15	5	H3027	hand
1CH	6	15	6	H5019	Nebuchadnezzar
1CH	6	16	0	H1121	sons
1CH	6	16	1	H3878	Levi
1CH	6	16	2	H1647	Gershom
1CH	6	16	3	H6955	Kohath
1CH	6	16	4	H4847	Merari
1CH	6	17	0	H8034	names
1CH	6	17	1	H1121	sons
1CH	6	17	2	H1647	Gershom
1CH	6	17	3	H3845	Libni
1CH	6	17	4	H8096	Shimei
1CH	6	18	0	H1121	sons
1CH	6	18	1	H6955	Kohath
1CH	6	18	2	H6019	Amram
1CH	6	18	3	H3324	Izhar
1CH	6	18	4	H2275	Hebron
1CH	6	18	5	H5816	Uzziel
1CH	6	19	0	H1121	sons
1CH	6	19	1	H4847	Merari
1CH	6	19	2	H4249	Mahli
1CH	6	19	3	H4187	Mushi
1CH	6	19	4	H4940	families
1CH	6	19	5	H3881	Levites
1CH	6	19	6	H1	fathers
1CH	6	20	0	H1647	Gershom
1CH	6	20	1	H3845	Libni
1CH	6	20	2	H1121	son
1CH	6	20	3	H3189	Jahath
1CH	6	20	4	H1121	son
1CH	6	20	5	H2155	Zimmah
1CH	6	20	6	H1121	son
1CH	6	21	0	H3098	Joah
1CH	6	21	1	H1121	son
1CH	6	21	2	H5714	Iddo
1CH	6	21	3	H1121	son
1CH	6	21	4	H2226	Zerah
1CH	6	21	5	H1121	son
1CH	6	21	6	H2979	Jeaterai
1CH	6	21	7	H1121	son
1CH	6	22	0	H1121	sons
1CH	6	22	1	H6955	Kohath
1CH	6	22	2	H5992	Amminadab
1CH	6	22	3	H1121	son
1CH	6	22	4	H7141	Korah
1CH	6	22	5	H1121	son
1CH	6	22	6	H617	Assir
1CH	6	22	7	H1121	son
1CH	6	23	0	H511	Elkanah
1CH	6	23	1	H1121	son
1CH	6	23	2	H43	Ebiasaph
1CH	6	23	3	H1121	son
1CH	6	23	4	H617	Assir
1CH	6	23	5	H1121	son
1CH	6	24	0	H8480	Tahath
1CH	6	24	1	H1121	son
1CH	6	24	2	H222	Uriel
1CH	6	24	3	H1121	son
1CH	6	24	4	H5818	Uzziah
1CH	6	24	5	H1121	son
1CH	6	24	6	H7586	Shaul
1CH	6	24	7	H1121	son
1CH	6	25	0	H1121	sons
1CH	6	25	1	H511	Elkanah
1CH	6	25	2	H6022	Amasai
1CH	6	25	3	H287	Ahimoth
1CH	6	26	0	H511	Elkanah
1CH	6	26	1	H1121	sons
1CH	6	26	2	H511	Elkanah
1CH	6	26	3	H6689	Zophai
1CH	6	26	4	H1121	son
1CH	6	26	5	H5184	Nahath
1CH	6	26	6	H1121	son
1CH	6	27	0	H446	Eliab
1CH	6	27	1	H1121	son
1CH	6	27	2	H3395	Jeroham
1CH	6	27	3	H1121	son
1CH	6	27	4	H511	Elkanah
1CH	6	27	5	H1121	son
1CH	6	28	0	H1121	sons
1CH	6	28	1	H8050	Samuel
1CH	6	28	2	H1060	firstborn
1CH	6	28	3	H2059	Vashni
1CH	6	28	4	H29	Abiah
1CH	6	29	0	H1121	sons
1CH	6	29	1	H4847	Merari
1CH	6	29	2	H4249	Mahli
1CH	6	29	3	H3845	Libni
1CH	6	29	4	H1121	son
1CH	6	29	5	H8096	Shimei
1CH	6	29	6	H1121	son
1CH	6	29	7	H5798	Uzza
1CH	6	29	8	H1121	son
1CH	6	30	0	H8092	Shimea
1CH	6	30	1	H1121	son
1CH	6	30	2	H2293	Haggiah
1CH	6	30	3	H1121	son
1CH	6	30	4	H6222	Asaiah
1CH	6	30	5	H1121	son
1CH	6	31	0	H1732	David
1CH	6	31	1	H5975	set
1CH	6	31	2	H3027	service
1CH	6	31	3	H7892	song
1CH	6	31	4	H1004	house
1CH	6	31	5	H727	ark
1CH	6	31	6	H4494	rest
1CH	6	32	0	H8334	ministered
1CH	6	32	1	H6440	before
1CH	6	32	2	H4908	dwelling
1CH	6	32	3	H168	tabernacle
1CH	6	32	4	H4150	congregation
1CH	6	32	5	H7892	singing
1CH	6	32	6	H8010	Solomon
1CH	6	32	7	H1129	built
1CH	6	32	8	H1004	house
1CH	6	32	9	H3389	Jerusalem
1CH	6	32	10	H5975	waited
1CH	6	32	11	H5656	office
1CH	6	32	12	H4941	order
1CH	6	33	0	H5975	waited
1CH	6	33	1	H1121	children sons
1CH	6	33	2	H6956	Kohathites
1CH	6	33	3	H1968	Heman
1CH	6	33	4	H7891	singer
1CH	6	33	5	H1121	son
1CH	6	33	6	H3100	Joel
1CH	6	33	7	H1121	son
1CH	6	33	8	H8050	Shemuel
1CH	6	34	0	H1121	son
1CH	6	34	1	H511	Elkanah
1CH	6	34	2	H1121	son
1CH	6	34	3	H3395	Jeroham
1CH	6	34	4	H1121	son
1CH	6	34	5	H447	Eliel
1CH	6	34	6	H1121	son
1CH	6	34	7	H8430	Toah
1CH	6	35	0	H1121	son
1CH	6	35	1	H6689	Zuph
1CH	6	35	2	H1121	son
1CH	6	35	3	H511	Elkanah
1CH	6	35	4	H1121	son
1CH	6	35	5	H4287	Mahath
1CH	6	35	6	H1121	son
1CH	6	35	7	H6022	Amasai
1CH	6	36	0	H1121	son
1CH	6	36	1	H511	Elkanah
1CH	6	36	2	H1121	son
1CH	6	36	3	H3100	Joel
1CH	6	36	4	H1121	son
1CH	6	36	5	H5838	Azariah
1CH	6	36	6	H1121	son
1CH	6	36	7	H6846	Zephaniah
1CH	6	37	0	H1121	son
1CH	6	37	1	H8480	Tahath
1CH	6	37	2	H1121	son
1CH	6	37	3	H617	Assir
1CH	6	37	4	H1121	son
1CH	6	37	5	H43	Ebiasaph
1CH	6	37	6	H1121	son
1CH	6	37	7	H7141	Korah
1CH	6	38	0	H1121	son
1CH	6	38	1	H3324	Izhar
1CH	6	38	2	H1121	son
1CH	6	38	3	H6955	Kohath
1CH	6	38	4	H1121	son
1CH	6	38	5	H3878	Levi
1CH	6	38	6	H1121	son
1CH	6	38	7	H3478	Israel
1CH	6	39	0	H251	brother
1CH	6	39	1	H623	Asaph
1CH	6	39	2	H5975	stood
1CH	6	39	3	H3225	hand
1CH	6	39	4	H623	Asaph
1CH	6	39	5	H1121	son
1CH	6	39	6	H1296	Berachiah
1CH	6	39	7	H1121	son
1CH	6	39	8	H8092	Shimea
1CH	6	40	0	H1121	son
1CH	6	40	1	H4317	Michael
1CH	6	40	2	H1121	son
1CH	6	40	3	H1202	Baaseiah
1CH	6	40	4	H1121	son
1CH	6	40	5	H4441	Malchiah
1CH	6	41	0	H1121	son
1CH	6	41	1	H867	Ethni
1CH	6	41	2	H1121	son
1CH	6	41	3	H2226	Zerah
1CH	6	41	4	H1121	son
1CH	6	41	5	H5718	Adaiah
1CH	6	42	0	H1121	son
1CH	6	42	1	H387	Ethan
1CH	6	42	2	H1121	son
1CH	6	42	3	H2155	Zimmah
1CH	6	42	4	H1121	son
1CH	6	42	5	H8096	Shimei
1CH	6	43	0	H1121	son
1CH	6	43	1	H3189	Jahath
1CH	6	43	2	H1121	son
1CH	6	43	3	H1647	Gershom
1CH	6	43	4	H1121	son
1CH	6	43	5	H3878	Levi
1CH	6	44	0	H251	brethren
1CH	6	44	1	H1121	sons
1CH	6	44	2	H4847	Merari
1CH	6	44	3	H8040	hand
1CH	6	44	4	H387	Ethan
1CH	6	44	5	H1121	son
1CH	6	44	6	H7029	Kishi
1CH	6	44	7	H1121	son
1CH	6	44	8	H5660	Abdi
1CH	6	44	9	H1121	son
1CH	6	44	10	H4409	Malluch
1CH	6	45	0	H1121	son
1CH	6	45	1	H2811	Hashabiah
1CH	6	45	2	H1121	son
1CH	6	45	3	H558	Amaziah
1CH	6	45	4	H1121	son
1CH	6	45	5	H2518	Hilkiah
1CH	6	46	0	H1121	son
1CH	6	46	1	H557	Amzi
1CH	6	46	2	H1121	son
1CH	6	46	3	H1137	Bani
1CH	6	46	4	H1121	son
1CH	6	46	5	H8106	Shamer
1CH	6	47	0	H1121	son
1CH	6	47	1	H4249	Mahli
1CH	6	47	2	H1121	son
1CH	6	47	3	H4187	Mushi
1CH	6	47	4	H1121	son
1CH	6	47	5	H4847	Merari
1CH	6	47	6	H1121	son
1CH	6	47	7	H3878	Levi
1CH	6	48	0	H251	brethren
1CH	6	48	1	H3881	Levites
1CH	6	48	2	H5414	appointed
1CH	6	48	3	H5656	service
1CH	6	48	4	H4908	tabernacle
1CH	6	48	5	H1004	house
1CH	6	48	6	H430	God
1CH	6	49	0	H175	Aaron
1CH	6	49	1	H1121	sons
1CH	6	49	2	H6999	offered
1CH	6	49	3	H4196	altar
1CH	6	49	4	H5930	offering
1CH	6	49	5	H4196	altar
1CH	6	49	6	H7004	incense
1CH	6	49	7	H4399	work
1CH	6	49	8	H6944	most holy
1CH	6	49	9	H3722	atonement
1CH	6	49	10	H3478	Israel
1CH	6	49	11	H4872	Moses
1CH	6	49	12	H5650	servant
1CH	6	49	13	H430	God
1CH	6	49	14	H6680	commanded
1CH	6	50	0	H1121	sons
1CH	6	50	1	H175	Aaron
1CH	6	50	2	H499	Eleazar
1CH	6	50	3	H1121	son
1CH	6	50	4	H6372	Phinehas
1CH	6	50	5	H1121	son
1CH	6	50	6	H50	Abishua
1CH	6	50	7	H1121	son
1CH	6	51	0	H1231	Bukki
1CH	6	51	1	H1121	son
1CH	6	51	2	H5813	Uzzi
1CH	6	51	3	H1121	son
1CH	6	51	4	H2228	Zerahiah
1CH	6	51	5	H1121	son
1CH	6	52	0	H4812	Meraioth
1CH	6	52	1	H1121	son
1CH	6	52	2	H568	Amariah
1CH	6	52	3	H1121	son
1CH	6	52	4	H285	Ahitub
1CH	6	52	5	H1121	son
1CH	6	53	0	H6659	Zadok
1CH	6	53	1	H1121	son
1CH	6	53	2	H290	Ahimaaz
1CH	6	53	3	H1121	son
1CH	6	54	0	H4186	places
1CH	6	54	1	H2918	castles
1CH	6	54	2	H1366	coasts
1CH	6	54	3	H1121	sons
1CH	6	54	4	H175	Aaron
1CH	6	54	5	H4940	families
1CH	6	54	6	H6956	Kohathites
1CH	6	54	7	H1486	lot
1CH	6	55	0	H5414	gave
1CH	6	55	1	H2275	Hebron
1CH	6	55	2	H776	land
1CH	6	55	3	H3063	Judah
1CH	6	55	4	H4054	suburbs
1CH	6	55	5	H5439	about
1CH	6	56	0	H7704	fields
1CH	6	56	1	H5892	city
1CH	6	56	2	H2691	villages
1CH	6	56	3	H5414	gave
1CH	6	56	4	H3612	Caleb
1CH	6	56	5	H1121	son
1CH	6	56	6	H3312	Jephunneh
1CH	6	57	0	H1121	sons
1CH	6	57	1	H175	Aaron
1CH	6	57	2	H5414	gave
1CH	6	57	3	H5892	cities
1CH	6	57	4	H2275	Hebron
1CH	6	57	5	H4733	refuge
1CH	6	57	6	H3841	Libnah
1CH	6	57	7	H4054	suburbs
1CH	6	57	8	H3492	Jattir
1CH	6	57	9	H851	Eshtemoa
1CH	6	57	10	H4054	suburbs
1CH	6	58	0	H2432	Hilen
1CH	6	58	1	H4054	suburbs
1CH	6	58	2	H1688	Debir
1CH	6	58	3	H4054	suburbs
1CH	6	59	0	H6228	Ashan
1CH	6	59	1	H4054	suburbs
1CH	6	59	2	H1053	Beth-shemesh
1CH	6	59	3	H4054	suburbs
1CH	6	60	0	H4294	tribe
1CH	6	60	1	H1144	Benjamin
1CH	6	60	2	H1387	Geba
1CH	6	60	3	H4054	suburbs
1CH	6	60	4	H5964	Alemeth
1CH	6	60	5	H4054	suburbs
1CH	6	60	6	H6068	Anathoth
1CH	6	60	7	H4054	suburbs
1CH	6	60	8	H5892	cities
1CH	6	60	9	H4940	families
1CH	6	60	10	H7969	thirteen
1CH	6	60	11	H5892	cities
1CH	6	61	0	H1121	sons
1CH	6	61	1	H6955	Kohath
1CH	6	61	2	H3498	left
1CH	6	61	3	H4940	family
1CH	6	61	4	H4294	tribe
1CH	6	61	5	H2677	half
1CH	6	61	6	H4294	tribe
1CH	6	61	7	H4276	half
1CH	6	61	8	H4519	Manasseh
1CH	6	61	9	H1486	lot
1CH	6	61	10	H6235	ten
